,Year,Week,Home,Away,Score_Home,Score_Away
992,2020,16,Saints,Vikings,52,33
993,2020,16,Lions,Buccaneers,7,47
994,2020,16,Cardinals,49ers,12,20
995,2020,16,Raiders,Dolphins,25,26
996,2020,16,Ravens,Giants,27,13
997,2020,16,Steelers,Colts,28,24
998,2020,16,Jets,Browns,23,16
999,2020,16,Chiefs,Falcons,17,14
1000,2020,16,Jaguars,Bears,17,41
1001,2020,16,Texans,Bengals,31,37
1002,2020,16,WFT,Panthers,13,20
1003,2020,16,Chargers,Broncos,19,16
1004,2020,16,Seahawks,Rams,20,9
1005,2020,16,Cowboys,Eagles,37,17
1006,2020,16,Packers,Titans,40,14
1007,2020,16,Patriots,Bills,9,38
1008,2020,17,Bills,Dolphins,56,26
1009,2020,17,Buccaneers,Falcons,44,27
1010,2020,17,Giants,Cowboys,23,19
1011,2020,17,Patriots,Jets,28,14
1012,2020,17,Lions,Vikings,35,37
1013,2020,17,Browns,Steelers,24,22
1014,2020,17,Bengals,Ravens,3,38
1015,2020,17,Bears,Packers,16,35
1016,2020,17,Panthers,Saints,7,33
1017,2020,17,49ers,Seahawks,23,26
1018,2020,17,Rams,Cardinals,18,7
1019,2020,17,Chiefs,Chargers,21,38
1020,2020,17,Texans,Titans,38,41
1021,2020,17,Broncos,Raiders,31,32
1022,2020,17,Colts,Jaguars,28,14
1023,2020,17,Eagles,WFT,14,20
